id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,lum,var,var_min,var_max
8989,9007,11937,566,Gl 81A,Chi Eri,,1.932564,-51.608896,17.8508,681.24,284.23,-6.3,3.69,2.432,0.844,9.696827,5.372709,-13.991232,-0.00001521,0.00005897,0.00002032,0.505944033016277,-0.900745155623165,0.0000033027447174,0.000001377985924,9.27256742580594,,,
8990,9009,11529,548,,46Ome Cas,,1.933337,68.685242,215.0538,13.82,-9.73,-24,4.97,-1.693,-0.084,68.369027,37.897739,200.343411,-0.00000652,0.00001286,-0.00002655,0.506146342260943,1.19878361524175,0.0000000670012507,-0.000000047172371,414.190372622101,,,
9042,9061,11930,565,,56    Cet,,1.944499,-22.526785,108.2251,62.22,-30.19,27,4.92,-0.252,1.434,87.291762,48.720739,-41.462783,0.00000106,0.00003798,-0.00002521,0.50906854244688,-0.393166565695938,0.000000301651072,-0.00000014636525,109.849984505838,,,
9076,9095,12055,574,,,,1.952792,-47.385277,76.1035,101.65,8.79,12,4.82,0.413,0.864,44.938717,25.210184,-56.006405,-0.00000902,0.00003794,-0.00000684,0.51123982011468,-0.827029105117683,0.0000004928131063,0.000000042615122,59.5387894127685,,,
9135,9153,11973,569,,9Lam Ari,,1.965478,23.596061,39.4945,-91.51,-14.45,-1,4.79,1.807,0.29,31.505782,17.812162,15.809093,0.00000877,-0.00001517,-0.00000294,0.514561026036258,0.41182895401371,-0.0000004436529991,-0.000000070055576,16.4892157315083,,,
9217,9236,12311,591,Gl 83,Alp Hyi,,1.979451,-61.569859,22.0119,262.54,26.88,15.2,2.86,1.147,0.29,9.103629,5.191033,-19.357346,-0.00000526,0.00002925,-0.00001231,0.518219158261073,-1.07459675971823,0.0000012728298369,0.000000130317917,30.2830769426578,,,
9328,9347,12274,585,,59Ups Cet,,2.000084,-21.077831,89.7666,133.01,-24.53,18,3.99,-0.776,1.554,72.537969,41.881981,-32.283342,-0.00001739,0.0000568,-0.00001658,0.523620763443419,-0.367877558591956,0.0000006448506765,-0.000000118924795,177.991802039534,,,
9460,9480,12111,575,,48    Cas,,2.032644,70.90702,35.2609,-54.46,-10.69,-5,4.49,1.754,0.164,9.93903,5.852056,33.32112,0.00000477,-0.00000799,-0.00000543,0.532144923741609,1.23756096151741,-0.0000002640295304,-0.000000051826582,17.3141031289015,,,
9467,9487,12446,595,,113Alp Psc,Alrescha,2.034117,2.763759,46.1681,33.29,-0.42,9,3.82,0.498,0.024,39.728779,23.413015,2.226137,0.00000414,0.00001109,0.00000035,0.53253049920165,0.0482367021831013,0.0000001613944743,-0.000000002036217,55.0554098484794,Alp,3.832,3.812
9485,9505,12303,590,,4    Per,,2.038359,54.487541,223.2143,33.79,-3.4,-2,4.99,-1.754,-0.071,111.632689,65.954843,181.694021,-0.00001704,0.0000324,-0.0000038,0.533641246412248,0.950986993767931,0.0000001638185427,-0.000000016483665,438.126982022493,,,
9577,9598,12216,580,,50    Cas,,2.057268,72.421294,48.1696,-44,22.51,-14,3.95,0.536,-0.002,12.488444,7.46198,45.920103,-0.00000274,-0.00001361,-0.00001206,0.53859149146733,1.26399003290114,-0.0000002133180194,0.000000109131559,53.1618395073963,,,
9618,9640,12533,603,,57Gam1And,Almach,2.064984,42.329725,120.4819,43.08,-50.85,-12,2.1,-3.305,1.37,76.368059,45.840864,81.131974,-0.00000358,0.0000272,-0.00003022,0.540611676505169,0.738793066882135,0.0000002088577336,-0.000000246527756,1828.10021614274,,,
9655,9677,12767,612,,Nu  For,,2.074844,-29.296819,113.7656,12.56,8.54,19,4.68,-0.6,-0.156,84.934027,51.281306,-55.669463,0.0000129,0.00001588,-0.0000054,0.543192812810235,-0.51132594872298,0.0000000608925983,0.000000041403088,151.356124843621,Nu,4.69,4.66
9861,9884,12929,617,Gl 84.3,13Alp Ari,Hamal,2.119555,23.462423,20.1776,190.73,-145.77,-14.4,2.01,0.486,1.151,15.731986,9.751722,8.03361,-0.00001649,0.00001173,-0.00001894,0.554898130994913,0.409496533262108,0.0000009246851329,-0.000000706712902,55.6672798150948,,,
9954,9977,13041,620,,58    And,,2.141454,37.859077,58.6854,154.22,-43.64,8,4.78,0.937,0.12,39.240709,24.636572,36.016533,-0.0000114,0.00004464,-0.00000478,0.560631447197009,0.660765549738963,0.0000007476796582,-0.00000021157269,36.745147919994,,,
10030,10053,13174,623,,14    Ari,,2.157036,25.939892,88.4956,77.5,-33.1,1,4.98,0.245,0.339,67.224647,42.588967,38.710457,-0.00001177,0.0000319,-0.00001232,0.564710822642771,0.45273652585838,0.0000003757306024,-0.000000160473328,69.5024317588797,,,
10041,10064,13161,622,,4Bet Tri,,2.159058,34.987297,38.8954,148.78,-39.13,10,3,0.051,0.14,26.909766,17.068198,22.302471,-0.00000438,0.00003044,-0.00000018,0.565239979425697,0.610643527058561,0.0000007213057939,-0.000000189707593,83.0998041044432,,,
10256,10280,13480,642,,6    Tri,,2.206191,30.303067,89.1266,-64.59,-61.07,-18,4.94,0.19,0.77,64.466842,42.013918,44.970869,0.00001308,-0.00002479,-0.00003207,0.577579351014883,0.528888285337502,-0.0000003131411563,-0.000000296075714,73.1139083483417,TZ,4.971,4.911
10300,10324,13611,649,,65Xi 1Cet,,2.216665,8.846717,117.5088,-26.23,-14.4,-4,4.36,-0.99,0.878,97.101875,63.662733,18.071856,0.00000587,-0.00001402,-0.00000873,0.580321659292001,0.154404344134763,-0.0000001271666284,-0.00000006981317,216.770410481969,,,
10316,10340,13520,643,,60    And,,2.220369,44.231652,162.6016,-20.58,-15.25,-46,4.84,-1.216,1.476,97.371981,63.974858,113.424253,-0.00001226,-0.00002746,-0.00004143,0.581291270971765,0.771987959076747,-0.0000000997746555,-0.000000073934086,266.931606362429,,,
10578,10602,14228,674,,Phi Eri,,2.275154,-51.512165,47.1254,90.75,-21.9,10,3.56,0.194,-0.12,24.277871,16.454316,-36.88702,-0.0000096,0.00001854,-0.00001112,0.595633835723632,-0.899056877024215,0.0000004399684151,-0.000000106174196,72.845042329233,,,
10620,10644,13974,660,Gl 92,8Del Tri,,2.284191,34.224231,10.784,1151.61,-246.32,-6.6,4.84,4.676,0.607,7.36921,5.020051,6.065246,-0.00003252,0.00005069,-0.00001444,0.597999933674733,0.597325516810751,0.0000055831628266,-0.000001194193057,1.17381593248322,,,
10645,10670,14055,664,,9Gam Tri,,2.288573,33.847194,34.4353,44.91,-52.42,14,4.03,1.345,0.019,23.617959,16.128369,19.179839,0.00000962,0.00001565,0.00000071,0.599146943135959,0.590744969280854,0.0000002177298239,-0.000000254139331,25.2348077248058,,,
10975,11001,15008,705,Gl 97.1,Del Hyi,,2.362498,-68.659418,42.8266,-50.07,2.38,6,4.08,0.921,0.034,12.697968,9.036411,-39.890188,0.00000822,-0.00000691,-0.00000554,0.618500600970664,-1.19833290703756,-0.0000002427462099,0.000000011538565,37.2906539962153,,,
11286,11313,14872,699,,65    And,,2.42706,50.278631,113.2503,23.79,-14.35,-5,4.73,-0.54,1.532,58.248225,42.953597,87.10771,-0.0000055,0.00001217,-0.00000897,0.635402736200278,0.877527653255824,0.0000001153371746,-0.000000069570763,143.218789927354,,,
11318,11345,15130,708,,72Rho Cet,,2.432501,-12.29048,139.8601,-11.71,-11.37,10,4.88,-0.848,-0.027,109.868541,81.261421,-29.771764,0.00001144,-0.00000142,-0.00000971,0.636827403247783,-0.214509335329006,-0.000000056771682,-0.000000055123315,190.195396044231,,,
11380,11407,15371,721,,Kap Eri,,2.449755,-47.70384,155.7632,19.97,-5.44,28,4.24,-1.722,-0.136,83.993856,62.712836,-115.214518,0.00000399,0.00002179,-0.00002395,0.641344257151305,-0.83258907477131,0.000000096817292,-0.000000026373864,425.402462944068,,,
11457,11484,15318,718,,73Xi 2Cet,,2.469317,8.460054,59.2066,41.72,-14.46,11,4.3,0.438,-0.053,46.745585,35.276211,8.71048,0.00000216,0.00001663,-0.00000245,0.646465750812341,0.147655788589493,0.0000002022642675,-0.000000070104058,58.1835211048072,,,
11542,11569,15089,707,,Iot Cas,,2.484437,67.402474,40.7332,-27.92,37.06,1,4.46,1.41,0.153,12.456271,9.477611,37.605991,-0.00000173,-0.00000824,0.00000376,0.650423988600179,1.17639509212956,-0.0000001353599796,0.00000017967195,23.7684028662488,Iot,4.477,4.447
11734,11767,8890,424,,1Alp UMi,Polaris,2.52975,89.264109,132.626,44.22,-11.74,-17,1.97,-3.643,0.636,1.3431,1.047629,132.614909,-0.00001171,0.00002692,-0.00001748,0.662287074865334,1.55795261297515,0.0000002143846095,-0.000000056917126,2495.74379483157,Alp,1.993,1.953
11755,11783,15798,740,,76Sig Cet,,2.534786,-15.244677,26.6951,-80.92,-146.84,-29,4.74,2.608,0.454,20.289578,15.864382,-7.019183,-0.00002003,-0.00002895,-0.00001054,0.663605452276735,-0.26606980312857,-0.0000003923112303,-0.000000711900408,7.88496917745377,,,
11888,11918,16046,749,,Ome For,,2.564085,-28.232343,148.368,-12.69,-1.4,10,4.96,-0.897,-0.05,102.355734,81.304512,-70.185255,0.00001236,-0.00000184,-0.00000573,0.671275806675009,-0.492747348389671,-0.0000000615228561,-0.000000006787391,198.975681109066,,,
12062,12093,16161,754,,78Nu  Cet,,2.597909,5.593246,104.2753,-28.89,-22.76,5,4.87,-0.221,0.88,80.687079,65.266003,10.163258,0.00001401,-0.00000745,-0.00001095,0.680130965451617,0.0976205634935613,-0.0000001400626723,-0.000000110343593,106.757894509949,,,
12355,12387,16582,779,,82Del Cet,,2.658044,0.328511,199.2032,14.44,-2.53,13,4.08,-2.416,-0.212,152.884758,127.698502,1.142144,0.00000128,0.00001923,-0.00000237,0.695874167562085,0.0057335916743725,0.0000000700070955,-0.000000012265786,806.120563863891,Del,4.092,4.062
12357,12390,16620,781,Gl 105.4A,83Eps Cet,,2.659398,-11.872156,21.4823,172.01,-236.31,15.7,4.83,3.17,0.447,16.130169,13.482598,-4.419553,-0.00000332,0.00002057,-0.00002739,0.696228712870104,-0.20720820955307,0.0000008339280119,-0.000001145663208,4.69894108605215,,,
12360,12394,16978,806,,Eps Hyi,,2.659799,-68.266946,46.5549,87.4,0.56,6,4.12,0.78,-0.061,13.225285,11.057012,-43.245786,-0.00001082,0.00001667,-0.00000565,0.696333620612622,-1.19148298024414,0.0000004237271568,0.000000002714956,42.4619563946313,,,
12381,12413,16754,789,,,,2.663326,-42.89167,35.6888,92.11,-15.07,18,4.74,1.977,0.061,20.044606,16.789617,-24.290419,-0.00000125,0.00001974,-0.00001444,0.69725707441646,-0.748600860287434,0.0000004465618812,-0.000000073061421,14.0993794935872,,,
12452,12486,16815,794,,Iot Eri,,2.677781,-39.855375,46.1894,135.17,-27.34,-9,4.11,0.787,1.006,27.095858,22.870882,-29.600515,-0.00002792,0.00001604,0.0000012,0.701041347073205,-0.695607525795525,0.000000655322652,-0.00000013254806,42.1890746567798,,,
12590,12623,16739,788,Gl 105.6,12    Per,,2.704144,40.193944,24.1896,-16.84,-182.29,-22.8,4.91,2.992,0.582,14.037312,12.015355,15.611278,-0.00000177,-0.00000411,-0.00003138,0.707943287627042,0.701516658039993,-0.0000000816426238,-0.000000883766858,5.536049950434,,,
12673,12706,16970,804,Gl 106.1A,86Gam Cet,Kaffaljidhma,2.721678,3.235818,24.4081,-146.43,-145.27,-5.1,3.47,1.532,0.093,18.440324,15.931398,1.377729,0.00000812,-0.00001588,-0.00001746,0.712533510264116,0.0564756864727113,-0.0000007099126724,-0.000000704288833,21.242224773887,,,
12686,12719,16908,801,,35    Ari,,2.724198,27.707146,105.1525,3.51,-9.97,13,4.65,-0.459,-0.122,70.405829,60.907841,48.89097,0.00000952,0.0000106,0.00000168,0.713193345898402,0.483580932060674,0.0000000170169602,-0.000000048335923,132.922958831568,,,
12737,12770,17081,811,,89Pi  Cet,,2.735375,-13.858696,120.4819,-7.58,-8.4,15,4.24,-1.165,-0.122,88.240919,76.789504,-28.858845,0.00001326,0.00000567,-0.00000844,0.716119499447326,-0.241879880338054,-0.000000036748877,-0.000000040724349,254.683025258504,,,
12744,12777,16895,799,Gl 107A,13The Per,,2.736634,49.228448,11.1272,334.03,-89.96,24.4,4.1,3.868,0.514,5.480091,4.772164,8.42701,0.00000323,0.0000267,0.00001573,0.71644913495245,0.859198496789114,0.0000016194231372,-0.000000436138387,2.47058613603843,,,
12795,12828,17094,813,GJ 9099,87Mu  Cet,,2.749039,10.114146,25.7732,285.17,-30.4,30.4,4.27,2.214,0.311,19.080598,16.72475,4.526074,0.00000003,0.00004741,0.00000172,0.719696675252762,0.176525146395618,0.0000013825431728,-0.000000147383358,11.3344382297103,,,
12810,12843,17206,818,Gl 111,1Tau1Eri,,2.751715,-18.572563,14.2207,330.93,36.28,25.6,4.47,3.705,0.481,10.131041,8.892749,-4.529443,0.0000042,0.00003404,-0.00000597,0.720397335446739,-0.324152366958974,0.0000016043939131,0.000000175890403,2.87078058202469,,,
12843,12876,17566,837,,Zet Hyi,,2.759048,-67.616617,87.184,66.5,44.02,4,4.83,0.128,0.058,24.908967,21.949375,-80.615286,-0.00000451,0.00003349,0.0000033,0.722316973009604,-1.18013259361891,0.0000003224010976,0.000000213414982,77.4105227074122,,,
13028,13061,17361,824,,39    Ari,Lilii Borea,2.79848,29.247118,52.6039,148.42,-125.76,-15,4.52,0.915,1.112,34.120953,30.698125,25.701009,-0.00002362,0.00002966,-0.00003548,0.732640352154066,0.510458508110265,0.0000007195604647,-0.000000609701684,37.4973002245483,,,
13114,13147,17652,841,,Bet For,,2.818169,-32.405898,52.9381,86.96,158.96,17,4.45,0.831,0.981,33.071703,30.064017,-28.370335,0.00001203,0.00004109,0.00002512,0.737795045947295,-0.565589610726523,0.0000004215939766,0.000000770659826,40.5135220229264,,,
13176,13209,17573,838,,41    Ari,Bharani,2.833063,27.260507,50.7872,65.47,-116.59,4,3.61,0.081,-0.1,33.287607,30.498162,23.26243,0.00000149,0.00002322,-0.00002364,0.741694212315771,0.475785603112638,0.0000003174075167,-0.00000056524427,80.8351037390067,,,
13210,13244,18293,872,,Nu  Hyi,,2.841255,-75.066947,104.0583,-33.95,-27.18,5,4.76,-0.326,1.337,19.732423,18.156708,-100.544043,0.00000282,-0.00002068,-0.00000847,0.74383874680036,-1.31016538500813,-0.0000001645942445,-0.000000131772358,117.598017406585,,,
13221,13254,17584,840,,16    Per,,2.843063,38.318644,37.0233,195.68,-108.92,14,4.22,1.378,0.343,21.366064,19.67884,22.955795,-0.00000661,0.00004165,-0.00000646,0.744312262979839,0.668786495483225,0.0000009486834101,-0.00000052805906,24.4793566619607,,,
13234,13268,17506,834,,15Eta Per,Miram,2.844945,55.895496,269.5418,16.64,-13.76,-1,3.77,-3.383,1.69,111.116108,102.442422,223.184985,-0.00000421,0.00002569,-0.00001093,0.744804890888719,0.975560442284333,0.0000000806729964,-0.000000066710362,1964.26464587986,,,
13254,13288,17824,850,,2Tau2Eri,Angetenar,2.850645,-21.004019,57.3066,-39,-16.63,-9,4.76,0.969,0.906,39.279245,36.32166,-20.540573,-0.00000017,-0.00001491,-0.00000101,0.746297198573315,-0.366589292464506,-0.0000001890773354,-0.000000080624515,35.6779588288562,,,
13294,13328,17709,843,,17    Per,,2.858566,35.059741,143.2665,9.29,-63.02,14,4.56,-1.221,1.554,85.936298,79.796835,82.296682,0.00002262,0.00002981,-0.0000276,0.748370734092921,0.611907913616166,0.0000000450391909,-0.000000305529581,268.163706676073,,,
13497,13531,17878,854,,18Tau Per,,2.904295,52.762479,77.9423,-1.99,-4.53,2,3.93,-0.529,0.758,34.175398,32.504346,62.052515,0.0000024,0.00000125,0.00000059,0.760342601581818,0.920878976831984,-0.0000000096477922,-0.000000021962059,141.7751123122,Tau,3.945,3.925
13667,13701,18322,874,,3Eta Eri,Azha,2.940458,-8.898144,41.8585,77.73,-219.99,-20,3.89,0.781,1.088,29.694338,28.782724,-6.474577,-0.00003045,-0.00000754,-0.00004094,0.769810125399647,-0.155301917239131,0.0000003768456739,-0.000001066541615,42.4228654922951,,,
13813,13847,18622,897,,The1Eri,Acamar,2.971023,-40.304672,49.4315,-53.53,25.71,12,2.88,-0.59,0.128,26.85749,26.453029,-31.974932,0.00001851,0.00000023,-0.00000324,0.777812118193322,-0.703449236351026,-0.0000002595207632,0.000000124645597,149.968483550237,,,
13845,13879,18411,879,,22Pi  Per,,2.979352,39.662728,94.9668,25.88,-40.67,14,4.68,-0.208,0.065,51.973098,51.41424,60.614272,0.00000795,0.00002463,-0.00000527,0.77999240886058,0.692245201729924,0.0000001254697805,-0.000000197173723,105.487257132344,,,
13850,13884,18866,909,,Bet Hor,,2.979939,-64.071284,90.3342,22.96,5.39,24,4.98,0.201,0.126,28.076248,27.782942,-81.241239,0.00000207,0.00001619,-0.00002104,0.780146130990684,-1.11825486134975,0.0000001113132211,0.000000026131457,72.3769037074529,,,
13871,13905,18449,882,,24    Per,,2.984356,35.183128,112.8668,-46.49,5.81,-36,4.94,-0.323,1.235,65.495403,64.961056,65.032724,-0.00000475,-0.00004054,-0.00001862,0.781302647838549,0.614061428467148,-0.0000002253898801,0.000000028167674,117.273530577938,,,
13880,13914,18519,887,,48Eps Ari,,2.986868,21.340429,101.9368,-13.04,-6.55,-6,4.63,-0.412,0.048,67.368381,66.906756,37.095654,0.00000132,-0.00000777,-0.00000525,0.781960316827591,0.37246074614116,-0.0000000632197039,-0.000000031755296,127.291674619356,,,
13920,13954,18604,896,,91Lam Cet,,2.99525,8.907365,176.6784,9.22,-14.92,10,4.71,-1.526,-0.109,123.577264,123.270329,27.356434,0.00000298,0.00001412,-0.00001104,0.784154736123437,0.155462843075741,0.0000000446998213,-0.000000072334201,355.140334982882,,,
14100,14135,18884,911,,92Alp Cet,Menkar,3.037992,4.089734,76.3942,-11.81,-78.76,-26,2.54,-1.875,1.63,53.342561,54.414384,5.448321,-0.00001399,-0.00002052,-0.00003099,0.795344514005663,0.0713793229065275,-0.0000000572564957,-0.000000381839254,489.778819368446,Alp,2.561,2.521
14112,14146,18978,919,Gl 121,11Tau3Eri,,3.039863,-23.624472,27.1739,-145.96,-55.76,-9.8,4.08,1.909,0.163,17.419759,17.787178,-10.889644,0.00000525,-0.00002212,-0.00000271,0.795834354202079,-0.412324813405945,-0.0000007076340481,-0.000000270332108,15.0106673257037,,,
14292,14328,18925,915,,23Gam Per,,3.079942,53.50644,74.5712,0.5,-4.19,3,2.91,-1.453,0.716,30.696986,32.009546,59.949578,0.00000198,0.00000232,0.00000157,0.806326879210599,0.933863549255186,0.0000000024240684,-0.000000020313693,332.047335797507,Gam,2.922,2.902
14318,14354,19058,921,,25Rho Per,,3.08627,38.840274,94.3396,128.69,-106.61,28,3.32,-1.553,1.528,50.772204,53.119196,59.165375,-0.00000601,0.00007889,-0.00002002,0.807983598183848,0.67789065947619,0.0000006239067255,-0.000000516859864,364.082663789401,Rho,3.462,3.262
14346,14382,18970,918,,,,3.092338,56.705719,64.7249,-13.49,70.34,-45,4.77,0.715,1.018,24.508776,25.723305,54.100758,-0.00002709,-0.00003457,-0.00002635,0.809572267738052,0.989701500906993,-0.0000000654013655,0.000000341017942,45.081670454146,,,
14540,14576,19356,936,,26Bet Per,Algol,3.136148,40.955648,27.571,2.39,-1.44,4,2.09,-0.112,-0.003,14.189428,15.238793,18.072114,0.00000196,0.00000257,0.00000254,0.821041501386661,0.714810897913476,0.000000011587047,-0.000000006981317,96.560609854155,Bet,2.213,2.073
14596,14632,19373,937,Gl 124,Iot Per,,3.151005,49.613278,10.5407,1262.29,-91.53,49.5,4.05,3.936,0.595,4.634786,5.016825,8.029067,-0.0000227,0.00007048,0.00003553,0.824931292852823,0.865915046187841,0.0000061197546083,-0.000000443749961,2.32059846159892,,,
14632,14668,19476,941,,27Kap Per,Misam,3.158258,44.857544,34.5662,173.01,-142.05,29,3.79,1.097,0.98,16.593574,18.028979,24.381331,0.00000428,0.00004746,0.00000405,0.826830097291301,0.782911830068961,0.0000008387761487,-0.000000688677833,31.7102743894789,,,
14781,14817,19656,947,,28Ome Per,,3.188163,39.611582,88.3392,-26.21,4.78,7,4.61,-0.121,1.115,45.694336,50.433482,56.323324,0.00001114,-0.00000442,0.00000614,0.834659074140425,0.691352532773314,-0.0000001270696657,0.000000023174093,97.3643569798887,,,
14802,14838,19787,951,,57Del Ari,Botein,3.193822,19.726677,52.0291,154.61,-8.39,25,4.35,0.769,1.033,32.830084,36.343153,17.561644,-0.00001233,0.00004453,0.00000664,0.836140687741276,0.344295470086164,0.0000007495704315,-0.000000040675867,42.8943409996782,,,
14826,14862,19275,932,,,,3.198957,74.393659,50.7099,14.46,-86.21,10,4.85,1.325,0.035,9.131248,10.135747,48.840454,0.00001286,0.00001959,0.00000415,0.837485109410509,1.2984142948686,0.0000000701040582,-0.000000417957874,25.7039578276886,,,
14843,14879,20010,963,Gl 127A,Alp For,Dalim,3.201249,-28.987618,14.2369,371.49,612.26,-20,3.8,3.033,0.543,8.329775,9.25728,-6.899408,-0.00001733,0.00001907,0.00004687,0.838085047050492,-0.5059293771979,0.0000018010343419,0.00000296832024,5.33089342236701,,,
15072,15110,20150,972,,58Zet Ari,,3.24836,21.044441,80.3859,-29.83,-77.15,7,4.87,0.344,-0.007,49.491233,56.385083,28.865954,0.00002027,0.00000547,-0.00002549,0.850418756575692,0.367294787204653,-0.0000001446199209,-0.000000374033754,63.4453795775714,,,
15159,15197,20320,984,,13Zet Eri,Zibal,3.263896,-8.81973,33.6474,-3.82,45.52,-4,4.8,2.165,0.232,21.831836,25.077889,-5.15902,-0.00000144,-0.0000026,0.00000796,0.854485897951027,-0.153933324987114,-0.0000000185198826,0.000000220687187,11.8576874816716,,,
15344,15382,20610,994,,15    Eri,,3.30614,-22.511118,78.3085,12.55,13.07,24,4.86,0.391,0.904,46.893889,55.084739,-29.981486,0.0000123,0.0000218,-0.00000481,0.865545348386023,-0.392893126554955,0.0000000608441169,0.000000063365148,60.7575146105741,,,
15378,15416,20468,991,,,,3.312174,34.222653,361.0108,1.29,-8.68,2,4.85,-2.938,1.491,193.13896,227.601514,203.036213,0.0000049,0.00000926,-0.00001141,0.867124997723344,0.597297965784014,0.0000000062540965,-0.000000042081827,1303.76704713821,,,
15419,15457,20630,996,Gl 137,96Kap1Cet,,3.322693,3.370198,9.1399,268.88,93.53,18.9,4.84,5.035,0.681,5.88441,6.973226,0.537318,0.00000318,0.00002224,0.00000527,0.869879059211463,0.0588210486545563,0.0000013035670243,0.000000453446235,0.843334757764275,Kap-1,4.864,4.824
15436,15474,20720,1003,,16Tau4Eri,,3.325278,-21.757864,93.3707,51.35,32.2,42,3.7,-1.151,1.614,55.881991,66.313063,-34.611249,0.00001142,0.00004962,-0.00000239,0.870555657328469,-0.379746361037456,0.000000248951825,0.000000156110005,251.420103015902,Tau-4,3.73,3.66
15471,15510,20794,1008,Gl 139,,82 G. Eri,3.331944,-43.069784,6.0434,3038.08,726.34,86.7,4.26,5.354,0.711,2.839238,3.381499,-4.127499,-0.00001715,0.00011797,-0.00004501,0.872300798990329,-0.751709535787739,0.0000147290274662,0.000003521395687,0.628637088413049,,,
